Date,Open,High,Low,Close,Adjusted_Close,Volume
,GPI,GPI,GPI,GPI,GPI,GPI
2015-01-02,90.02999877929688,90.66999816894531,87.31999969482422,88.9800033569336,79.86935424804688,139100
2015-01-05,88.5199966430664,88.9000015258789,87.33000183105469,87.94000244140625,78.93585205078125,187900
2015-01-06,88.36000061035156,89.3499984741211,84.30999755859375,85.2300033569336,76.50331115722656,204700
2015-01-07,86.05000305175781,86.44999694824219,84.47000122070312,85.79000091552734,77.0059814453125,262500
2015-01-08,87.12000274658203,88.1500015258789,86.05000305175781,86.56999969482422,77.70609283447266,333100
2015-01-09,86.33000183105469,86.37999725341797,83.80000305175781,83.97000122070312,75.37234497070312,264100
2015-01-12,84.12000274658203,84.5999984741211,83.16999816894531,84.05999755859375,75.45310974121094,226000
2015-01-13,84.87999725341797,85.31999969482422,81.83999633789062,82.44000244140625,73.99899291992188,253700
2015-01-14,81.08999633789062,81.38999938964844,79.26000213623047,80.94000244140625,72.65255737304688,161600
2015-01-15,81.16000366210938,81.20999908447266,77.9800033569336,78.13999938964844,70.1392593383789,279500
2015-01-16,77.68000030517578,81.27999877929688,77.68000030517578,81.19999694824219,72.88595581054688,214600
2015-01-20,81.08999633789062,81.08999633789062,78.62000274658203,79.33999633789062,71.21640014648438,225100
2015-01-21,78.27999877929688,78.98999786376953,76.98999786376953,77.68000030517578,69.72634887695312,601900
2015-01-22,78.29000091552734,78.91999816894531,77.77999877929688,78.18000030517578,70.17517852783203,448600
2015-01-23,77.97000122070312,79.94999694824219,77.94000244140625,78.75,70.68679809570312,597800
2015-01-26,79.26000213623047,82.98999786376953,79.25,82.4800033569336,74.03486633300781,478400
2015-01-27,81.51000213623047,82.79000091552734,80.51000213623047,82.38999938964844,73.9541015625,194400
2015-01-28,82.62999725341797,83.38999938964844,80.11000061035156,80.55999755859375,72.31147003173828,228500
2015-01-29,80.55000305175781,82.62999725341797,80.55000305175781,82.48999786376953,74.04383850097656,203300
2015-01-30,82.37999725341797,82.76000213623047,80.02999877929688,80.38999938964844,72.15888214111328,459000
2015-02-02,80.58000183105469,81.93000030517578,78.8499984741211,81.45999908447266,73.11933135986328,285500
2015-02-03,83.55000305175781,85.0,81.68000030517578,82.75,74.27722930908203,820500
2015-02-04,82.83000183105469,83.5199966430664,81.54000091552734,82.48999786376953,74.04383850097656,497300
